ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,FASCIAETA,ALUNNI
201718,SO1M00100Q,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,VR1M013003,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201718,UD1M00600L,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201718,MI1M018006,SCUOLA SECONDARIA I GRADO,1,11 anni,67
201718,AL1M00700V,SCUOLA SECONDARIA I GRADO,3,12 anni,5
201718,RN1M030007,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201718,BS1M013001,SCUOLA SECONDARIA I GRADO,1,11 anni,67
201718,AQ1M00100Q,SCUOLA SECONDARIA I GRADO,2,12 anni,21
201718,PV1M004002,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
201718,MI1M019002,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201718,MI1M06400X,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,BO1M00200X,SCUOLA SECONDARIA I GRADO,2,12 anni,66
201718,RM1M129002,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,8
201718,TO1M042003,SCUOLA SECONDARIA I GRADO,3,13 anni,22
201718,MI1MN45001,SCUOLA SECONDARIA I GRADO,3,13 anni,18
201718,MI1M00800G,SCUOLA SECONDARIA I GRADO,1,11 anni,75
201718,BS1M00100P,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201718,VE1M006008,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201718,FI1M00500D,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201718,MI1M071003,SCUOLA SECONDARIA I GRADO,3,13 anni,27
201718,RM1M130006,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201718,GE1M01700L,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,RM1M07600P,SCUOLA SECONDARIA I GRADO,2,12 anni,49
201718,TO1M026005,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201718,TV1M014007,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,BG1M002002,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,CT1M00100P,SCUOLA SECONDARIA I GRADO,2,12 anni,4
201718,LC1M070005,SCUOLA SECONDARIA I GRADO,2,12 anni,38
201718,PR1M003001,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201718,BO1M01300A,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201718,FI1MIM500Z,SCUOLA SECONDARIA I GRADO,1,11 anni,33
201718,CA1M01000R,SCUOLA SECONDARIA I GRADO,1,11 anni,43
201718,FI1M001006,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201718,VR1M01500P,SCUOLA SECONDARIA I GRADO,2,12 anni,74
201718,LC1M10100G,SCUOLA SECONDARIA I GRADO,1,11 anni,44
201718,RM1M04900A,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201718,VA1M00300A,SCUOLA SECONDARIA I GRADO,3,13 anni,18
201718,TR1M00100X,SCUOLA SECONDARIA I GRADO,1,11 anni,8
201718,RM1M143008,SCUOLA SECONDARIA I GRADO,1,11 anni,29
201718,RM1M08000A,SCUOLA SECONDARIA I GRADO,2,12 anni,11
201718,MO1M001002,SCUOLA SECONDARIA I GRADO,3,13 anni,19
201718,PA1M01100T,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201718,NA1MVQ500R,SCUOLA SECONDARIA I GRADO,1,11 anni,3
201718,NO1M01200Q,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201718,CO1M021006,SCUOLA SECONDARIA I GRADO,2,12 anni,22
201718,TO1M05100T,SCUOLA SECONDARIA I GRADO,3,13 anni,37
201718,BG1M023003,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,CT1M02400B,SCUOLA SECONDARIA I GRADO,2,11 anni,8
201718,MI1M01000G,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201718,AL1M00800P,SCUOLA SECONDARIA I GRADO,1,11 anni,54
201718,VA1M02100X,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201718,SP1M00200D,SCUOLA SECONDARIA I GRADO,2,12 anni,22
201718,CA1M01100L,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201718,MI1M085001,SCUOLA SECONDARIA I GRADO,1,11 anni,94
201718,VE1M007004,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,BG1M01200L,SCUOLA SECONDARIA I GRADO,2,12 anni,24
201718,RM1M029005,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201718,MI1M026005,SCUOLA SECONDARIA I GRADO,1,11 anni,25
201718,PA1M01700R,SCUOLA SECONDARIA I GRADO,2,11 anni,6
201718,NA1M00600D,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,18
201718,NA1M05100B,SCUOLA SECONDARIA I GRADO,3,13 anni,14
201718,VA1M9G500V,SCUOLA SECONDARIA I GRADO,3,13 anni,44
201718,BS1M6C500D,SCUOLA SECONDARIA I GRADO,3,13 anni,21
201718,BG1M02400V,SCUOLA SECONDARIA I GRADO,3,13 anni,64
201718,MI1M056001,SCUOLA SECONDARIA I GRADO,3,13 anni,30
201718,SI1M00200A,SCUOLA SECONDARIA I GRADO,1,11 anni,15
201718,FI1M01600X,SCUOLA SECONDARIA I GRADO,3,13 anni,27
201718,AN1M00200A,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201718,PC1M00100C,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201718,RM1M10900R,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201718,CA1M01000R,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201718,MI1M083009,SCUOLA SECONDARIA I GRADO,3,12 anni,5
201718,BA1M01200G,SCUOLA SECONDARIA I GRADO,2,11 anni,10
201718,MI1M02300N,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201718,NA1M04600X,SCUOLA SECONDARIA I GRADO,1,11 anni,7
201718,RM1MZ7500R,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201718,RM1M09100R,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201718,NO1M01100X,SCUOLA SECONDARIA I GRADO,2,12 anni,98
201718,TO1M04600A,SCUOLA SECONDARIA I GRADO,1,11 anni,53
201718,MI1M04900T,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201718,RM1M01100X,SCUOLA SECONDARIA I GRADO,3,12 anni,5
201718,FI1M01100R,SCUOLA SECONDARIA I GRADO,3,12 anni,6
201718,TV1M00500C,SCUOLA SECONDARIA I GRADO,1,11 anni,14
201718,RM1M114008,SCUOLA SECONDARIA I GRADO,2,12 anni,15
201718,UD1M00600L,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201718,CS1MUP500H,SCUOLA SECONDARIA I GRADO,2,11 anni,12
201718,UD1M00700C,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201718,RM1M108001,SCUOLA SECONDARIA I GRADO,1,11 anni,24
201718,BL1M00100R,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,RM1M09800G,SCUOLA SECONDARIA I GRADO,2,12 anni,14
201718,FI1M015004,SCUOLA SECONDARIA I GRADO,2,12 anni,12
201718,VR1M00900B,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,MI1M068007,SCUOLA SECONDARIA I GRADO,1,11 anni,14
201718,MI1M04300V,SCUOLA SECONDARIA I GRADO,2,12 anni,35
201718,VI1M011003,SCUOLA SECONDARIA I GRADO,3,13 anni,17
201718,NA1M02600P,SCUOLA SECONDARIA I GRADO,3,12 anni,7
201718,GE1M02300X,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201718,GE1M00300P,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201718,TO1M01400V,SCUOLA SECONDARIA I GRADO,2,12 anni,19
201718,TV1M007004,SCUOLA SECONDARIA I GRADO,1,11 anni,81
201718,MI1M04600A,SCUOLA SECONDARIA I GRADO,3,13 anni,25
201718,MI1M07400E,SCUOLA SECONDARIA I GRADO,2,12 anni,23
201718,VR1M013003,SCUOLA SECONDARIA I GRADO,1,11 anni,83
201718,PD1M007002,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201718,UD1M00600L,SCUOLA SECONDARIA I GRADO,1,11 anni,62
201718,RM1M074003,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201718,AQ1M00100Q,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201718,VB1M02000P,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201718,BG1M01700Q,SCUOLA SECONDARIA I GRADO,3,13 anni,13
201718,MI1M06400X,SCUOLA SECONDARIA I GRADO,3,13 anni,32
201718,GE1M006006,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201718,BS1M01000D,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,RM1M024002,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201718,ME1M010008,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201718,FE1M00200P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,AL1M01000P,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201718,VE1M006008,SCUOLA SECONDARIA I GRADO,1,11 anni,21
201718,MI1M020006,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201718,RM1M04600V,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201718,CS1MUP500H,SCUOLA SECONDARIA I GRADO,2,12 anni,13
201718,SO1M00100Q,SCUOLA SECONDARIA I GRADO,2,12 anni,9
201718,RM1M07600P,SCUOLA SECONDARIA I GRADO,2,11 anni,11
201718,TO1M026005,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201718,ME1M004001,SCUOLA SECONDARIA I GRADO,1,11 anni,29
201718,NA1MT6500T,SCUOLA SECONDARIA I GRADO,3,13 anni,2
201718,BS1M013001,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201718,GE1M00300P,SCUOLA SECONDARIA I GRADO,3,13 anni,41
201718,PV1M00500T,SCUOLA SECONDARIA I GRADO,1,11 anni,46
201718,RM1M129002,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201718,MI1M018006,SCUOLA SECONDARIA I GRADO,1,12 anni,4
201718,RN1M030007,SCUOLA SECONDARIA I GRADO,2,12 anni,43
201718,BG1M014008,SCUOLA SECONDARIA I GRADO,2,12 anni,71
201718,MI1M019002,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201718,NA1MVQ500R,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201718,NO1M01400B,SCUOLA SECONDARIA I GRADO,1,11 anni,25
201718,FI1M00500D,SCUOLA SECONDARIA I GRADO,3,12 anni,4
201718,TO1M042003,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201718,MI1MN45001,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201718,GE1M01700L,SCUOLA SECONDARIA I GRADO,3,13 anni,16
201718,PR1M003001,SCUOLA SECONDARIA I GRADO,3,13 anni,41
201718,VR1M01500P,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201718,TO1M004008,SCUOLA SECONDARIA I GRADO,3,13 anni,46
201718,TV1M014007,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201718,RM1M058005,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,MI1MIN5009,SCUOLA SECONDARIA I GRADO,2,12 anni,36
201718,VA1M00300A,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201718,MI1M026005,SCUOLA SECONDARIA I GRADO,1,12 anni,3
201718,NA1M00600D,SCUOLA SECONDARIA I GRADO,2,11 anni,8
201718,BO1M01300A,SCUOLA SECONDARIA I GRADO,2,12 anni,40
201718,TO1M041007,SCUOLA SECONDARIA I GRADO,2,12 anni,44
201718,RM1M13900L,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
201718,RM1M08000A,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201718,MO1M001002,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201718,PA1M01100T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201718,FI1M01600X,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
201718,TO1M05100T,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,BG1M023003,SCUOLA SECONDARIA I GRADO,2,12 anni,19
201718,MI1M01000G,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201718,AL1M00800P,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201718,VA1M02100X,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201718,RM1M129002,SCUOLA SECONDARIA I GRADO,1,11 anni,14
201718,BO1M00200X,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,VE1M007004,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201718,MI1M04900T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201718,CT1M02400B,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201718,BS1M00100P,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201718,RM1M07800A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201718,CA1M01100L,SCUOLA SECONDARIA I GRADO,2,12 anni,10
201718,MI1M085001,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201718,PA1M01700R,SCUOLA SECONDARIA I GRADO,2,12 anni,18
201718,NA1M05100B,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201718,BG1M01200L,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,VA1M9G500V,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201718,BG1M02500P,SCUOLA SECONDARIA I GRADO,1,11 anni,47
201718,MI1M056001,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201718,CT1M00100P,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201718,RM1M029005,SCUOLA SECONDARIA I GRADO,1,11 anni,28
201718,PC1M00100C,SCUOLA SECONDARIA I GRADO,3,13 anni,22
201718,LC1M070005,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201718,FI1MIM500Z,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201718,CA1M01000R,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,12
201718,MI1M083009,SCUOLA SECONDARIA I GRADO,3,13 anni,24
201718,TO1M01400V,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201718,NA1M04600X,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,9
201718,NO1M01100X,SCUOLA SECONDARIA I GRADO,2,13 anni,7
201718,TO1M04500E,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,6
201718,PA1M01900C,SCUOLA SECONDARIA I GRADO,2,12 anni,31
201718,RM1M01100X,SCUOLA SECONDARIA I GRADO,2,12 anni,27
201718,FI1M01100R,SCUOLA SECONDARIA I GRADO,3,13 anni,12
201718,RM1M114008,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201718,BG1M023003,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201718,UD1M00700C,SCUOLA SECONDARIA I GRADO,2,12 anni,18
201718,FI1M015004,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201718,VR1M00900B,SCUOLA SECONDARIA I GRADO,2,12 anni,7
201718,VR1MN2500I,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201718,VI1M011003,SCUOLA SECONDARIA I GRADO,2,13 anni,4
201718,NA1M02600P,SCUOLA SECONDARIA I GRADO,3,13 anni,9
201718,GE1M02300X,SCUOLA SECONDARIA I GRADO,3,13 anni,29
201718,RM1M106009,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201718,BL1M00100R,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201718,RM1M09800G,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201718,CO1M021006,SCUOLA SECONDARIA I GRADO,3,11 anni,1
201718,BA1MDT500L,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201718,MI1M04600A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201718,MI1M020006,SCUOLA SECONDARIA I GRADO,3,13 anni,37
201718,MI1M068007,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201718,SO1M00100Q,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,RM1M110001,SCUOLA SECONDARIA I GRADO,3,13 anni,13
201718,UD1M003005,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
201718,AN1M00200A,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,MI1M076006,SCUOLA SECONDARIA I GRADO,1,11 anni,13
201718,AQ1M00100Q,SCUOLA SECONDARIA I GRADO,3,13 anni,16
201718,VB1M02000P,SCUOLA SECONDARIA I GRADO,2,12 anni,13
201718,MI1M07400E,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201718,PV1M00500T,SCUOLA SECONDARIA I GRADO,1,12 anni,3
201718,PD1M007002,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201718,VI1M008007,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201718,MI1M06600G,SCUOLA SECONDARIA I GRADO,1,11 anni,36
201718,RM1M074003,SCUOLA SECONDARIA I GRADO,1,11 anni,55
201718,RM1M024002,SCUOLA SECONDARIA I GRADO,3,13 anni,56
201718,ME1M010008,SCUOLA SECONDARIA I GRADO,3,12 anni,11
201718,BS1M01500L,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201718,AL1M01000P,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201718,GE1M006006,SCUOLA SECONDARIA I GRADO,3,13 anni,9
201718,FI1M01100R,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
201718,VE1M00500C,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201718,TV1M00400L,SCUOLA SECONDARIA I GRADO,3,13 anni,84
201718,RM1M04600V,SCUOLA SECONDARIA I GRADO,2,12 anni,39
201718,CS1MUP500H,SCUOLA SECONDARIA I GRADO,3,12 anni,6
201718,RM1M07600P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,6
201718,MI1M09500G,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201718,TO1M026005,SCUOLA SECONDARIA I GRADO,1,11 anni,32
201718,NA1MT6500T,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201718,VI1M011003,SCUOLA SECONDARIA I GRADO,2,12 anni,15
201718,NA1M02600P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
201718,RM1M02100E,SCUOLA SECONDARIA I GRADO,3,12 anni,6
201718,GE1M00300P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
201718,ME1M004001,SCUOLA SECONDARIA I GRADO,1,12 anni,1
201718,MI1M018006,SCUOLA SECONDARIA I GRADO,1,13 anni,1
201718,VA1M00300A,SCUOLA SECONDARIA I GRADO,2,12 anni,20
201718,RN1M030007,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201718,BS1M013001,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,BG1M014008,SCUOLA SECONDARIA I GRADO,3,13 anni,81
201718,MI1M019002,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201718,NO1M01400B,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201718,TO1M05100T,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,3
201718,MI1MT3500U,SCUOLA SECONDARIA I GRADO,1,11 anni,26
201718,RM1M02700D,SCUOLA SECONDARIA I GRADO,2,12 anni,15
201718,BG1M01800G,SCUOLA SECONDARIA I GRADO,1,11 anni,43
201718,MI1M01000G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,RM1M13400D,SCUOLA SECONDARIA I GRADO,2,13 anni,5
201718,BS1M01000D,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201718,RM1M024002,SCUOLA SECONDARIA I GRADO,3,12 anni,12
201718,ME1M010008,SCUOLA SECONDARIA I GRADO,3,13 anni,16
201718,FE1M00200P,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201718,GE1M01700L,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201718,BS1M01500L,SCUOLA SECONDARIA I GRADO,3,13 anni,11
201718,BO1M001004,SCUOLA SECONDARIA I GRADO,1,11 anni,36
201718,AL1M01000P,SCUOLA SECONDARIA I GRADO,3,13 anni,27
201718,TO1M004008,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,TV1M014007,SCUOLA SECONDARIA I GRADO,1,11 anni,12
201718,RM1M058005,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201718,MI1M026005,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201718,NA1M00600D,SCUOLA SECONDARIA I GRADO,2,12 anni,4
201718,NA1M059002,SCUOLA SECONDARIA I GRADO,1,11 anni,11
201718,BO1M01300A,SCUOLA SECONDARIA I GRADO,2,13 anni,3
201718,TO1M041007,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201718,RM1M087005,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201718,VR1M01500P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
201718,MI1M05700R,SCUOLA SECONDARIA I GRADO,1,11 anni,140
201718,FI1M01800G,SCUOLA SECONDARIA I GRADO,1,11 anni,27
201718,PC1MD1500G,SCUOLA SECONDARIA I GRADO,1,11 anni,3
201718,TO1MNU500Z,SCUOLA SECONDARIA I GRADO,2,12 anni,10
201718,PA1M01100T,SCUOLA SECONDARIA I GRADO,2,11 anni,6
201718,RM1M128006,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201718,BO1M00200X,SCUOLA SECONDARIA I GRADO,3,13 anni,50
201718,MI1M018006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201718,AQ1M00200G,SCUOLA SECONDARIA I GRADO,3,13 anni,10
201718,TO1M04500E,SCUOLA SECONDARIA I GRADO,3,13 anni,64
201718,MI1M04900T,SCUOLA SECONDARIA I GRADO,2,11 anni,8
201718,LC1M10100G,SCUOLA SECONDARIA I GRADO,1,12 anni,4
201718,CT1M02400B,SCUOLA SECONDARIA I GRADO,3,12 anni,6
201718,BS1M00100P,SCUOLA SECONDARIA I GRADO,3,13 anni,23
201718,GE1M027007,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201718,CA1M01100L,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201718,FI1M00500D,SCUOLA SECONDARIA I GRADO,3,13 anni,11
201718,MI1M085001,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,8
201718,VE1M007004,SCUOLA SECONDARIA I GRADO,2,12 anni,67
201718,RM1M13400D,SCUOLA SECONDARIA I GRADO,2,12 anni,21
201718,RM1M07800A,SCUOLA SECONDARIA I GRADO,3,13 anni,57
201718,CT1M00100P,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,RM1M06200R,SCUOLA SECONDARIA I GRADO,2,13 anni,2
201718,LC1M070005,SCUOLA SECONDARIA I GRADO,3,13 anni,30
201718,BO1M001004,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201718,TO1M01400V,SCUOLA SECONDARIA I GRADO,1,11 anni,18
201718,BG1M02500P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201718,RC1M00300T,SCUOLA SECONDARIA I GRADO,1,11 anni,9
201718,MO1M005009,SCUOLA SECONDARIA I GRADO,1,11 anni,36
201718,MI1M083009,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201718,NO1M01100X,SCUOLA SECONDARIA I GRADO,3,12 anni,7
201718,CO1M001001,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201718,PA1M01900C,SCUOLA SECONDARIA I GRADO,3,12 anni,28
201718,BG1M023003,SCUOLA SECONDARIA I GRADO,3,13 anni,21
201718,VA1M02100X,SCUOLA SECONDARIA I GRADO,1,11 anni,20
201718,VR1MN2500I,SCUOLA SECONDARIA I GRADO,2,12 anni,11
201718,RM1M106009,SCUOLA SECONDARIA I GRADO,3,13 anni,12
201718,BL1M00100R,SCUOLA SECONDARIA I GRADO,2,12 anni,24
201718,RM1M09800G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,MI1M085001,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201718,BA1MDT500L,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201718,PA1M01700R,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,MI1M020006,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
201718,MI1M068007,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,GE1M02500G,SCUOLA SECONDARIA I GRADO,1,11 anni,14
201718,AP1M001005,SCUOLA SECONDARIA I GRADO,1,11 anni,14
201718,SO1M00100Q,SCUOLA SECONDARIA I GRADO,1,11 anni,16
201718,CO1M021006,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201718,MI1MVA500E,SCUOLA SECONDARIA I GRADO,2,12 anni,45
201718,AN1M00200A,SCUOLA SECONDARIA I GRADO,3,13 anni,18
201718,NA1MTL500Q,SCUOLA SECONDARIA I GRADO,1,11 anni,4
201718,MI1M07400E,SCUOLA SECONDARIA I GRADO,3,12 anni,2
201718,PV1M00500T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201718,RM1M110001,SCUOLA SECONDARIA I GRADO,3,12 anni,6
201718,UD1M003005,SCUOLA SECONDARIA I GRADO,3,13 anni,16
201718,GE1M02500G,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201718,RM1M073007,SCUOLA SECONDARIA I GRADO,3,13 anni,8
201718,MI1M076006,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201718,AQ1M00100Q,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
201718,VB1M02000P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,RM1M01100X,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201718,VI1M008007,SCUOLA SECONDARIA I GRADO,1,11 anni,33
201718,BO1MUE500U,SCUOLA SECONDARIA I GRADO,3,13 anni,22
201718,GE1M006006,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
201718,FI1M01200L,SCUOLA SECONDARIA I GRADO,1,11 anni,21
201718,TV1M00400L,SCUOLA SECONDARIA I GRADO,3,12 anni,3
201718,VR1M01100B,SCUOLA SECONDARIA I GRADO,2,12 anni,5
201718,MI1MT3500U,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201718,BS1M00300A,SCUOLA SECONDARIA I GRADO,2,12 anni,66
201718,MI1M09500G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
201718,VR1M00900B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201718,VE1M00500C,SCUOLA SECONDARIA I GRADO,3,13 anni,46
201718,VI1M011003,SCUOLA SECONDARIA I GRADO,2,11 anni,1
201718,CS1MUP500H,SCUOLA SECONDARIA I GRADO,3,13 anni,13
201718,NA1M031006,SCUOLA SECONDARIA I GRADO,1,11 anni,7
201718,RM1M07600P,SCUOLA SECONDARIA I GRADO,1,12 anni,2
201718,TO1M02400D,SCUOLA SECONDARIA I GRADO,3,13 anni,23
201718,CT1MM85002,SCUOLA SECONDARIA I GRADO,2,12 anni,8
201718,TV1M01200G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,5
201718,ME1M004001,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,8
201718,RM1M058005,SCUOLA SECONDARIA I GRADO,2,12 anni,9
201718,VA1M00300A,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
201718,MI1M068007,SCUOLA SECONDARIA I GRADO,2,11 anni,3
201718,BS1M013001,SCUOLA SECONDARIA I GRADO,2,11 anni,2
201718,RM1M02100E,SCUOLA SECONDARIA I GRADO,2,13 anni,2
